DadoBranco|DadoVerde|DadoAzul|DadoVermelho|Possivel|Nomenclatura
4|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
4|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
4|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
5|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Pentano
5|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Penta-1-al/ Pentan-2-ona/Pentan-3-ona
5|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Metoxi Butano/Etoxi Propano
5|an e aberta|-O- (Éter)|Sem ramificação|Sim |Pentan-1-ol/Pentan-2-ol/Penta-3-ol
5|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido Pentanoico/Butanoato de Metila/Propanoato de Etila/Etanoato de Propila/Metanoato de Butila
5|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |Pentan-1-amina/Pentan-2-amina/Pentan-3-amina/Pentan-1-amida/Pentan-2-amida
5|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclopenteno
5|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Não definido
5|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Não definido
5|an e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclopentanol
5|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido Ciclopentanocarboxílico
5|an e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclopentananamina/Ciclopentanamida
5|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Pent-1-eno/Pent-2-eno
5|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Não definido
5|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi propeno
5|en e aberta|-O- (Éter)|Sem ramificação|Sim |Pent-3-en-2-ol/Pent-2-en-2-ol/Pent-2-en-1-ol/Pent-1-en-2-ol
5|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Acido Pentenóico/But-2-enoato de metila/ But-3-enoato de metila/Propenoato de etila
5|en e aberta|N (Amina/Amida)|Sem ramificação|Sim |Pent-3-en-2-amina/Pent-3-en-2-amida
5|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclopenteno
5|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Não definido
5|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Não definido
5|en e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclopent-2-en-1-ol/Ciclopent-1-en-1-ol
5|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido Ciclopentenocarboxílico
5|en e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclopentenamina/Ciclopentenamida
5|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Pent-1-ino/Pent-2-ino
5|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
5|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Etil propilacetilino
5|in e aberta|-O- (Éter)|Sem ramificação|Não |Pent-3-in-2-ol
5|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Acido Pentinoico/Butinoato de metila
5|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Pent-3-in-2-amina
5|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
5|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
5|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
5|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
5|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
5|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
6|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Hexano
6|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Hexanal/Hexan-2-ona/Hexan-3-ona
6|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Metoxi Pentano/Etoxi butano/Propoxi propano
6|an e aberta|-O- (Éter)|Sem ramificação|Sim |Hexan-1-ol/Hexan-2-ol/Hexan-3-ol
6|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido Hexanoico/Pentanoato de Metila/Butanoato de etila/Propanoato de propila...
6|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |Hexan-1-amina/Hexan-2-amina/Hexan-3-amina/Hexan-1-amida/Hexan-2-amida/Hexan-3-amida
6|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclohexano
6|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclohexanona
6|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |1,4-Dimetoxiciclohexano
6|an e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclohexanol
6|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclohexanocarboxílico
6|an e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclohexilamina
6|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Hex-1-eno/Hex-2-eno/Hex-3-eno
6|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Hex-2-enal/Hex-4-en-3-ona/Hex-3-en-2-ona
6|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Propoxi propeno/Etoxi Buteno
6|en e aberta|-O- (Éter)|Sem ramificação|Sim |Hex-2-en-1-ol/Hex-2-en-2-ol/Hex-2-en-3-ol/Hex-1-en-2-ol
6|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido Hex-2-enoico/Ácido Hex-3-enoico/ Pent-2-enoato de metila/Pent-3-enoato de metila/Pent-4-enoato de metila...
6|en e aberta|N (Amina/Amida)|Sem ramificação|Sim |Hex-2-en-2-amina/Hex-3-en-2-amina/Hex-3-en-1-amina
6|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclohexeno
6|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclohex-2-enona
6|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Não definido
6|en e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclohex-2-en-1-ol
6|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclohex-2-enoico
6|en e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclohex-2-enamina
6|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Hex-1-ino/Hex-2-ino/Hex-3-ino
6|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
6|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
6|in e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
6|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
6|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
6|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Ciclohex-1-ino
6|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
6|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
6|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
6|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
6|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
7|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Heptano
7|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Heptanal/Heptan-2-ona/Heptan-3-ona/Heptan-4-ona
7|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Propoxi butano/Metoxi Hexano/etoxi pentano
7|an e aberta|-O- (Éter)|Sem ramificação|Sim |Heptan-1-ol/Heptan-2-ol/Heptan-3-ol/Heptna-4-ol
7|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido heptanoico/
7|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |heptan-1-amina/-heptan-2-amina/heptn-1-amida/heptan-2-amida
7|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Cicloheptano
7|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Cicloheptanona
7|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
7|an e fechada |-O- (Éter)|Sem ramificação|Sim |Cicloheptanol
7|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido cicloheptanoico
7|an e fechada |N (Amina/Amida)|Sem ramificação|Sim |Cicloheptanamina/cicloheptanamida
7|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |hept-2-eno/lhept-2-eno/hept-1-eno
7|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |hept-2-enal/hept-3-enal/hept-4-enal/hept-1-en-3-ona/hept-1-en-4-ona//hept-1-en-5-ona//hept-2-en-5-ona/
7|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi pent-2-eno/Etoxi pent-3-eno
7|en e aberta|-O- (Éter)|Sem ramificação|Sim |hept-2-en-1-ol/hept-3-en-1-ol/lhept-1-en-1-ol/hept-1-en-3-ol/hept-4-en-1-ol ...
7|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido hept-3-enoico/Ácido hept-4-enoico/Ácidohept-2-enoico/but-3-enoato de propila ...
7|en e aberta|N (Amina/Amida)|Sem ramificação|Sim |hept-2-en-1-amina/hept-2-en-2-amina/hept-3-en-1-amida/-hept-4-en-1-amida
7|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclohepteno
7|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclohept-2-enona/Ciclohept-3-enona/Ciclohept-4-enona
7|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
7|en e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclohept-1-en-1-ol
7|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido heptenoico
7|en e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclohept-2-en-1-amina/Ciclohept-2-enamida
7|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Hept-1-ino/Hept-2-ino/Hept-3-ino
7|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Hept-1-in-4-ol/Hept-1-in-5-ol/Hept-1-in-3-ol
7|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Metoxi hep-1-ino
7|in e aberta|-O- (Éter)|Sem ramificação|Sim |Hept-1-in-4-ol/hept-1-in-3-ol/5-metil-hept-1-in-3-ol/-hept-1-in-5-ol
7|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
7|in e aberta|N (Amina/Amida)|Sem ramificação|Sim |2-amino-hept-6-ino
7|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Cicloheptino
7|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
7|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
7|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
7|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
7|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
8|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Octano
8|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Octanal/Octan-2-ona/Octan-3-ona//Octan-4-ona
8|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi hexano/Metoxi heptano/Propoxi pentano
8|an e aberta|-O- (Éter)|Sem ramificação|Sim |octan-1-ol/octan-2-ol/octan-3-ol/octan-4-ol...
8|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido octanoico/ Etanoato de hexila/Propanoato de pentila/ Butanoato de butila
8|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |octan-1-amina/Octanamida
8|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |ciclo-octano
8|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |ciclo-octanona
8|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
8|an e fechada |-O- (Éter)|Sem ramificação|Sim |ciclo-octanol
8|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclooctanoico
8|an e fechada |N (Amina/Amida)|Sem ramificação|Sim |ciclo-octanamina/Ciclooctanamida
8|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |oct-2-eno/oct-1-eno/oct-3-eno
8|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |ct-2-enal/oct-3-enal/oct-1-en-3-ona/oct-2-en-4-ona
8|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi hex-2-eno/metoxi hept-2-eno/ propoxi pent-2-eno
8|en e aberta|-O- (Éter)|Sem ramificação|Sim |oct-1-en-4-ol/-oct-2-en-4-en-ol/oct-1-en-2-ol
8|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclooct-3-enoico/Ácido ciclooct-4-enoico/Ácido ciclooct-5-enoico/lpent-3-enoato de propila
8|en e aberta|N (Amina/Amida)|Sem ramificação|Sim |oct-1-enamina/oct-1-en-4-amina/oct-1-en-4-amina/oct-1-en-4-namida
8|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |ciclo-octeno
8|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |ciclo-oct-3-enona/ciclo-oct-4-enona/
8|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
8|en e fechada |-O- (Éter)|Sem ramificação|Sim |ciclo-octenol/ciclo-oct-3-enol/ciclo-oct-2-enol
8|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclo-oct-4-enoico
8|en e fechada |N (Amina/Amida)|Sem ramificação|Sim |ciclo-oct-2-enamida/ciclo-oct-2-enamina/ciclo-oct-3-enamina/
8|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |oct-1-ino/oct-4-ino/oct-2-ino/oct-3-ino
8|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |oct-1-in-5-ona/oct-1-in-6-ona/-oct-7-inal
8|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
8|in e aberta|-O- (Éter)|Sem ramificação|Sim |oct-1-in-3-ol/oct-4-in-3-ol
8|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido oct-7-in-1-oico
8|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
8|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
8|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
8|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
8|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
8|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
8|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
9|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Nonano
9|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Nonanal/Nonan-4-ona/Nonan-2-ona/Nonan-3-ona/Nonan-5-ona
9|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Propoxi hexano/ metoxi octano/etoxi heptano
9|an e aberta|-O- (Éter)|Sem ramificação|Sim |Nonan-2-ol/Nonan-1-ol/Nonan-3-ol/Nonan-4-ol
9|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido nonanoico/Hexanoato de propila/Butanoato de pentila
9|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |Nonan-1-amida/Nonanamina
9|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclononano
9|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclononanona
9|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
9|an e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclononanol
9|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclononanoico
9|an e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclononamina/Ciclononamida
9|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Non-2-eno/Non-3-eno/Non-1-eno/Non-4-eno
9|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Non-2-enal/Non-3-enal/Non-1-en-3-ona/Non-4-en-2-ona/Non-6-en-2-ona/Non-4-en-2-ona
9|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Propoxi-hexeno/Propoxi-buteno
9|en e aberta|-O- (Éter)|Sem ramificação|Sim |Non-3-en-2-ol/Non-6-en-4-ol
9|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido nonenoico/Ácido nonenoico
9|en e aberta|N (Amina/Amida)|Sem ramificação|Sim |Non-2-en-2-amina/Non-4-en-2-amina
9|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclononeno
9|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclonon-3-enona/Ciclonon-5-enona
9|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
9|en e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclonon-3-en-1-ol/Ciclonon-4-en-1-ol
9|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
9|en e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclonon-3-enamina/Ciclonon-1-enamina/Ciclonon-2-enamina
9|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Non-1-ino/Non-2-ino/Non-3-ino/Non-4-ino/Non-2-ino/Non-1-ino
9|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Non-2-inal/Non-3-inal/Non-1-in-3-ona
9|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi-hept-ino/Metoxi-oct-ino
9|in e aberta|-O- (Éter)|Sem ramificação|Sim |Non-4-in-ol/Non-4-in-ol/Non-4-in-ol/Non-4-in-ol/Non-4-in-ol
9|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido non-2-in-óico/Ácido non-3-in-óico/Ácido non-4-in-óico/Non-2-in-oato de metila
9|in e aberta|N (Amina/Amida)|Sem ramificação|Sim |Non-2-in-amina/Non-3-in-amida/Non-4-in-amina
9|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclononino
9|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclononinona
9|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
9|in e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclononinol
9|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
9|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
10|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Decano
10|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Decanal/Decan-2-ona/Decan-3-ona/Decan-4-ona/Decan-5-ona/
10|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi-octano/Propoxi-heptano/Butoxi-hexano/Pentoxi-pentano
10|an e aberta|-O- (Éter)|Sem ramificação|Sim |Decan-1-ol/Decan-2-ol/Decan-3-ol/Decan-4-ol/Decan-5-ol/
10|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido decanoico
10|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |Decan-1-amina/Decan-3-amina/Decan-5-amina/Decanamida/Decanamida/Decanamida
10|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclodecano
10|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |Ciclodecanona
10|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
10|an e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclodecanol
10|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido ciclodecanoico
10|an e fechada |N (Amina/Amida)|Sem ramificação|Sim |Ciclodecilamina/N-ciclododecanamida
10|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |dec-3-enoildec-5-eno/dec-1-eno/dec-2-eno/dec-4-eno
10|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |dec-2-enal/dec-4-enal/dec-3-enal/dec-2-en-4-ona/dec-4-en-2-ona/ldec-6-en-2-ona
10|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi oct-3-eno/Metoxi non-2-eno/propoxi hept-2-eno
10|en e aberta|-O- (Éter)|Sem ramificação|Sim |dec-4-en-1-ol/dec-2-en-1-ol/dec-6-en-1-ol/dec-2-en-1-ol/dec-4-en-1-ol/dec-6-en-1-ol
10|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido dec-2-enoico/Ácido dec-4-enoico/Ácido dec-6-enoico/ hetptanoato de propila/ pentanoato de pentila
10|en e aberta|N (Amina/Amida)|Sem ramificação|Sim |dec-2-en-1-amina/dec-4-en-1-amina/dec-6-en-1-amina/dec-2-enamida/dec-4-enamida
10|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclodeceno
10|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |ciclodecanona
10|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
10|en e fechada |-O- (Éter)|Sem ramificação|Sim |Ciclodec-1-en-1-ol/dec-1-en-4-ol/Ciclodec-1-en-1-ol/Ciclodec-1-en-5-ol/ciclodec-1-en-1-ol/ciclodec-1-en-6-ol
10|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido dec-2-en-1-óico/Ácido dec-3-en-1-óico/Ácido dec4-en-1-óico
10|en e fechada |N (Amina/Amida)|Sem ramificação|Sim |ciclodec-1-en-1-amida/ciclodec-1-en-1-amida/ciclodec-1-en-1-amina/ciclodec-1-en-1-amina/ciclodec-1-en-1-amina
10|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |dec-1-ino/dec-2-ino/ldec-3-ino/dec-4-ino/
10|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |3-metildec-1-in-5-ona/5-metildec-1-in-5-ona/2-metildec-1-inal/4-metildec-1-inal
10|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
10|in e aberta|-O- (Éter)|Sem ramificação|Sim |2-metildec-1-inol/4-metildec-1-inol/6-metildec-1-inol/8-metildec-1-inol
10|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido dec-1-inoico/ácido dec-3-inoico/Ácido dec-4-inoico/Ácido dec-2-inoico
10|in e aberta|N (Amina/Amida)|Sem ramificação|Sim |dec-1-inoamida/dec-2-inoamida/dec-3-ino-6-amina/dec-1-ino-4-amina
10|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Sim |Ciclo-deca-1-ino
10|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Sim |ciclo-deca-1-inona
10|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
10|in e fechada |-O- (Éter)|Sem ramificação|Não |ciclo-deca-1-inol
10|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido ciclo-deca-1-inoico
10|in e fechada |N (Amina/Amida)|Sem ramificação|Não |ciclo-deca-1-inoamina/ciclo-deca-1-inoamida
11|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Sim |Undecano
11|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |lundecanal/undecan-4-ona/undecan-3-ona/undecan-5-ona
11|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Sim |Etoxi nonano/propoxi octano/ metoxi decano
11|an e aberta|-O- (Éter)|Sem ramificação|Sim |undecan-1-ol/undecan-2-ol/undecan-4-ol
11|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Sim |Ácido undecanoico/octanoato de propila/nonanoato de etila
11|an e aberta|N (Amina/Amida)|Sem ramificação|Sim |undecan-1-amina/undecan-2-amina/undecan-3-amina/undecan-1-amida/undecan-2-amida/undecan-3-amida
